"
Time","
Stock Daily Close - Unadjusted Prices USA OTC OTC Bulletin Board Markets IWSY Imageware Systems Inc  -   - USD"
"20181004",0.97
"20181005",0.95
"20181008",0.94
"20181009",0.95
"20181010",0.96
"20181011",0.93
"20181012",0.96
"20181015",0.95
"20181016",0.9
"20181017",0.91
"20181018",0.93
"20181019",0.9
"20181022",0.92
"20181023",0.89
"20181024",0.92
"20181025",0.92
"20181026",0.96
"20181029",0.92
"20181030",0.92
"20181031",0.91
"20181101",0.89
"20181102",0.88
"20181105",0.86
"20181106",0.8
"20181107",0.79
"20181108",0.84
"20181109",0.77
"20181112",0.79
"20181113",0.82
"20181114",0.84
"20181115",0.81
"20181116",0.77
"20181119",0.73
"20181120",0.65
"20181121",0.67
"20181123",0.66
"20181126",0.63
"20181127",0.73
"20181128",0.71
"20181129",0.75
"20181130",0.71
"20181203",0.75
"20181204",0.82
"20181206",0.84
"20181207",0.91
"20181210",0.88
"20181211",0.86
"20181212",0.86
"20181213",0.82
"20181214",0.77
"20181217",0.77
"20181218",0.77
"20181219",0.8
"20181220",0.78
"20181221",0.79
"20181224",0.83
"20181226",0.83
"20181227",0.86
"20181228",0.89
"20181231",0.86
"20190102",0.92
"20190103",0.89
"20190104",0.9
"20190107",0.88
"20190108",0.86
"20190109",0.87
"20190110",0.85
"20190111",0.81
"20190114",0.8
"20190115",0.84
"20190116",0.84
"20190117",0.85
"20190118",0.85
"20190122",0.88
"20190123",0.89
"20190124",0.84
"20190125",0.86
"20190128",0.86
"20190129",0.92
"20190130",0.89
"20190131",0.85
"20190201",0.87
"20190204",0.82
"20190205",0.86
"20190206",0.9
"20190207",0.89
"20190208",0.9
"20190211",0.88
"20190212",0.86
"20190213",0.87
"20190214",0.84
"20190215",0.89
"20190219",0.87
"20190220",0.85
"20190221",0.86
"20190222",1.08
"20190225",1.07
"20190226",1.03
"20190227",1.07
"20190228",1.08
"20190301",1.08
"20190304",1.2
"20190305",1.16
"20190306",1.3
"20190307",1.3
"20190308",1.34
"20190311",1.4
"20190312",1.44
"20190313",1.53
"20190314",1.49
"20190315",1.59
"20190318",1.71
"20190319",1.63
"20190320",1.7
"20190321",1.71
"20190322",1.72
"20190325",1.7
"20190326",1.68
"20190327",1.59
"20190328",1.41
"20190329",1.46
"20190401",1.5
"20190402",1.4
"20190403",1.49
"20190404",1.49
"20190405",1.49
"20190408",1.45
"20190409",1.44
"20190410",1.39
"20190411",1.35
"20190412",1.3
"20190415",1.28
"20190416",1.3
"20190417",1.35
"20190418",1.29
"20190422",1.35
"20190423",1.35
"20190424",1.4
"20190425",1.38
"20190426",1.35
"20190429",1.35
"20190430",1.5
"20190501",1.49
"20190502",1.3
"20190503",1.38
"20190506",1.35
"20190507",1.35
"20190508",1.3
"20190509",1.25
"20190510",1.2
"20190513",1.19
"20190514",1.17
"20190515",1.22
"20190516",1.15
"20190517",1.17
"20190520",1.11
"20190521",1.1
"20190522",1.1
"20190523",1.1
"20190524",1.1
"20190528",1.07
"20190529",1.04
"20190530",1.08
"20190531",1.06
"20190603",1.1
"20190604",1.08
"20190605",1.09
"20190606",1.0
"20190607",1.0
"20190610",1.01
"20190611",0.99
"20190612",0.98
"20190613",0.98
"20190614",0.95
"20190617",0.94
"20190618",0.95
"20190619",0.96
"20190620",0.95
"20190621",0.96
"20190624",0.97
"20190625",0.93
"20190626",0.91
"20190627",0.93
"20190628",0.93
"20190701",0.95
"20190702",0.93
"20190703",0.93
"20190705",0.91
"20190708",0.93
"20190709",0.9
"20190710",0.91
"20190711",0.89
"20190712",0.88
"20190715",0.84
"20190716",0.86
"20190717",0.84
"20190718",0.8
"20190719",0.82
"20190722",0.82
"20190723",0.85
"20190724",0.8
"20190725",0.85
"20190726",0.79
"20190729",0.81
"20190730",0.88
"20190731",0.82
"20190801",0.85
"20190802",0.8
"20190805",0.77
"20190806",0.77
"20190807",0.72
"20190808",0.72
"20190809",0.72
"20190812",0.72
"20190813",0.72
"20190814",0.63
"20190815",0.63
"20190816",0.63
"20190819",0.56
"20190820",0.63
"20190821",0.57
"20190822",0.56
"20190823",0.52
"20190826",0.52
"20190827",0.5
"20190828",0.52
"20190829",0.56
"20190830",0.57
"20190903",0.52
"20190904",0.49
"20190905",0.5
"20190906",0.53
"20190909",0.51
"20190910",0.5
"20190911",0.5
"20190912",0.52
"20190913",0.5
"20190916",0.48
"20190917",0.51
"20190918",0.5
"20190919",0.5
"20190920",0.48
"20190923",0.54
"20190924",0.53
"20190925",0.5
"20190926",0.48
"20190927",0.51
"20190930",0.47
"20191001",0.48
"20191002",0.46
"20191003",0.45
"20191004",0.48
"20191007",0.44
"20191008",0.42
"20191009",0.39
"20191010",0.43
"20191011",0.47
"20191014",0.48
"20191015",0.48
"20191016",0.46
"20191017",0.44
"20191018",0.45
"20191021",0.45
"20191022",0.41
"20191023",0.4
"20191024",0.4
"20191025",0.45
"20191028",0.39
"20191029",0.39
"20191030",0.4
"20191031",0.4
"20191101",0.4
"20191104",0.4
"20191105",0.43
"20191106",0.45
"20191107",0.45
"20191108",0.42
"20191111",0.42
"20191112",0.42
"20191113",0.4
"20191114",0.42
"20191115",0.42
"20191118",0.41
"20191119",0.39
"20191120",0.38
"20191121",0.39
"20191122",0.39
"20191125",0.38
"20191126",0.37
"20191127",0.37
"20191129",0.37
"20191202",0.36
"20191203",0.37
"20191204",0.38
"20191205",0.36
"20191206",0.36
"20191209",0.35
"20191210",0.31
"20191211",0.29
"20191212",0.3
"20191213",0.3
"20191216",0.3
"20191217",0.26
"20191218",0.26
"20191219",0.25
"20191220",0.26
"20191223",0.25
"20191224",0.27
"20191226",0.27
"20191227",0.32
"20191230",0.31
"20191231",0.34
"20200102",0.32
"20200103",0.33
"20200106",0.43
"20200107",0.52
"20200108",0.44
"20200109",0.45
"20200110",0.44
"20200113",0.45
"20200114",0.46
"20200115",0.46
"20200116",0.45
"20200117",0.45
"20200121",0.49
"20200122",0.49
"20200123",0.46
"20200124",0.47
"20200127",0.46
"20200128",0.43
"20200129",0.49
"20200130",0.48
"20200131",0.45
"20200203",0.43
"20200204",0.47
"20200205",0.45
"20200206",0.41
"20200207",0.4
"20200210",0.44
"20200211",0.4
"20200212",0.36
"20200213",0.31
"20200214",0.29
"20200218",0.31
"20200219",0.31
"20200220",0.32
"20200221",0.27
"20200224",0.26
"20200225",0.24
"20200226",0.25
"20200227",0.25
"20200228",0.26
"20200302",0.24
"20200303",0.21
"20200304",0.23
"20200305",0.16
"20200306",0.18
"20200309",0.15
"20200310",0.17
"20200311",0.2
"20200312",0.17
"20200313",0.2
"20200316",0.18
"20200317",0.2
"20200318",0.15
"20200319",0.16
"20200320",0.15
"20200323",0.12
"20200324",0.18
"20200325",0.16
"20200326",0.14
"20200327",0.14
"20200330",0.14
"20200331",0.16
"20200401",0.16
"20200402",0.15
"20200403",0.15
"20200406",0.14
"20200407",0.14
"20200408",0.13
"20200409",0.15
"20200413",0.16
"20200414",0.17
"20200415",0.19
"20200416",0.17
"20200417",0.16
"20200420",0.14
"20200421",0.14
"20200422",0.14
"20200423",0.16
"20200424",0.17
